ts,action,units,price,fee,equity,pnl
2021-01-04 01:00:00+00:00,open_long,0.006089412673102973,32860.311944999994,0.20009999999999997,9999.699839105873,
2021-01-04 04:00:00+00:00,close,0.006089412673102973,33521.902575,0.2041286983667282,9803.52446966836,4.028698366728217
2021-01-04 06:00:00+00:00,open_long,0.006095143359295596,32829.416505,0.2001,9803.22436966836,
2021-01-04 07:00:00+00:00,close,0.006095143359295596,33116.570009999996,0.20185024177909916,9604.77276120568,1.7502417790991727
2021-01-04 08:00:00+00:00,open_long,0.006236583549638839,32084.87442,0.2001,9604.47266120568,
2021-01-04 09:00:00+00:00,close,0.006236583549638839,32061.172575,0.19995218146337693,9404.124890487594,-0.14781853662308703
2021-01-04 11:00:00+00:00,open_long,0.006607035964739571,30285.895379999998,0.2001,9403.824790487593,
2021-01-04 15:00:00+00:00,close,0.006607035964739571,32129.736839999998,0.21228232683949794,9215.794835000252,12.182326839497916
2021-01-04 18:00:00+00:00,open_long,0.006446985631280774,31037.761124999997,0.20009999999999997,9215.507113212663,
2021-01-04 20:00:00+00:00,close,0.006446985631280774,31681.352759999998,0.20424922602325749,9019.439711797486,4.149226023257505
2021-01-04 22:00:00+00:00,open_long,0.006448644446572497,31029.777135,0.2001,9019.139611797485,
2021-01-05 02:00:00+00:00,close,0.006448644446572497,32802.443025,0.21153129204717697,8830.359372552615,11.431292047176994
2021-01-05 06:00:00+00:00,open_long,0.0065711095909944265,30451.478129999996,0.2001,8830.059206841519,
2021-01-05 07:00:00+00:00,close,0.0065711095909944265,31138.811625,0.20461654372120622,8634.3711997301,4.5165437212062365
2021-01-05 08:00:00+00:00,open_long,0.006489760131975763,30833.188889999998,0.2001,8634.071034832497,
2021-01-05 10:00:00+00:00,close,0.006489760131975763,31585.414815,0.20498176581830363,8438.747883782584,4.881765818303606
2021-01-05 11:00:00+00:00,open_long,0.0063800472952906,31363.403864999997,0.20009999999999997,8438.435278889885,
2021-01-05 12:00:00+00:00,close,0.0063800472952906,31792.548329999998,0.20283796198321216,8240.982907803813,2.7379619832121893
2021-01-05 14:00:00+00:00,open_long,0.006357256856380986,31475.840055,0.20010000000000003,8240.682172078126,
2021-01-05 15:00:00+00:00,close,0.006357256856380986,32359.781805,0.2057194447508289,8046.0965331098905,5.619444750828896
2021-01-05 16:00:00+00:00,open_long,0.006230535417945873,32116.019985,0.20009999999999997,8045.796495415244,
2021-01-05 21:00:00+00:00,close,0.006230535417945873,33985.64433,0.21174876069977636,7857.233445048967,11.648760699776378
2021-01-05 22:00:00+00:00,open_long,0.005934783260231641,33716.479815,0.2001,7856.933345048967,
2021-01-05 23:00:00+00:00,close,0.005934783260231641,34200.521714999995,0.2029726837653707,7659.6030561305715,2.8726837653706974
2021-01-06 03:00:00+00:00,open_long,0.005904355347722247,33890.23665,0.20009999999999997,7659.302956130571,
2021-01-06 05:00:00+00:00,close,0.005904355347722247,35344.48341,0.20868638963431374,7467.680659375251,8.586389634313761
2021-01-06 10:00:00+00:00,open_long,0.005896313330090361,33936.459749999995,0.20009999999999997,7467.38055937525,
2021-01-06 13:00:00+00:00,close,0.005896313330090361,34947.334935,0.20606043682837305,7273.134935766795,5.960436828373085
2021-01-06 15:00:00+00:00,open_long,0.005845632056043244,34230.68679,0.2001,7272.834134290948,
2021-01-06 19:00:00+00:00,close,0.005845632056043244,35233.357875,0.20596124623614367,7078.490120756702,5.86124623614367
2021-01-06 20:00:00+00:00,open_long,0.0057439985984643425,34836.359475,0.2001,7078.177211639827,
2021-01-06 21:00:00+00:00,close,0.0057439985984643425,36033.16758,0.20697446407775077,6884.857510370374,6.874464077750787
2021-01-06 22:00:00+00:00,open_long,0.0055756946548881975,35887.904985,0.2001,6884.580772530978,
2021-01-07 01:00:00+00:00,close,0.0055756946548881975,37169.23533,0.20724430675576255,6691.4944728193805,7.144306755762562
2021-01-07 02:00:00+00:00,open_long,0.0054242480703915515,36889.905735,0.2001,6691.19437281938,
2021-01-07 04:00:00+00:00,close,0.0054242480703915515,37471.34631,0.2032538779169911,6494.144996858454,3.153877916991107
2021-01-07 06:00:00+00:00,open_long,0.005355153800017137,37365.87359999999,0.2001,6493.8448968584535,
2021-01-07 07:00:00+00:00,close,0.005355153800017137,37149.415425,0.19894083318160402,6292.486789206876,-1.1591668183959842
2021-01-07 08:00:00+00:00,open_long,0.005425488510985529,36881.47152,0.2001,6292.169381898526,
2021-01-07 10:00:00+00:00,close,0.005425488510985529,37511.44635,0.20351792120237505,6095.401092488049,3.4179212023750574
2021-01-07 11:00:00+00:00,open_long,0.005398773668561186,37063.97272499999,0.20009999999999997,6095.100992488048,
2021-01-07 18:00:00+00:00,close,0.005398773668561186,39752.786459999996,0.21461629679218366,5909.4026729834395,14.516296792183674
2021-01-07 19:00:00+00:00,open_long,0.005140386526224452,38927.03379,0.2001,5909.312814792362,
2021-01-07 23:00:00+00:00,close,0.005140386526224452,39685.833,0.20400052123519374,5712.799093697397,3.9005212351937453
2021-01-08 03:00:00+00:00,open_long,0.005378984415468454,37200.33087,0.20010000000000003,5712.498993697397,
2021-01-08 05:00:00+00:00,close,0.005378984415468454,38688.25446,0.20810351780201788,5520.2944079816125,8.003517802017866
2021-01-08 06:00:00+00:00,open_long,0.00526585595303699,37999.520265,0.2001,5519.96650426218,
2021-01-08 08:00:00+00:00,close,0.00526585595303699,38949.02477999999,0.20509995400274822,5324.789162030357,4.999954002748215
2021-01-08 09:00:00+00:00,open_long,0.0051747834870589015,38668.284479999995,0.20009999999999997,5324.489010282522,
2021-01-08 12:00:00+00:00,close,0.0051747834870589015,41307.313335,0.21375640294072595,5137.931708568142,13.656402940725982
2021-01-08 13:00:00+00:00,open_long,0.004840501834187157,41338.689014999996,0.20009999999999997,5137.626187206088,
2021-01-08 14:00:00+00:00,close,0.004840501834187157,41333.89661999999,0.2000768024032123,4937.408334168951,-0.023197596787668893
2021-01-08 16:00:00+00:00,open_long,0.00489847062399413,40849.484534999996,0.2001,4937.108283153657,
2021-01-08 17:00:00+00:00,close,0.00489847062399413,41324.061705,0.2024247023260633,4739.230511792688,2.3247023260632886
2021-01-08 19:00:00+00:00,open_long,0.005009935955483713,39940.630334999994,0.20009999999999997,4738.929009010621,
2021-01-08 20:00:00+00:00,close,0.005009935955483713,40385.27254499999,0.2023276289952047,4540.955713158897,2.227628995204731
2021-01-08 21:00:00+00:00,open_long,0.005119950193124521,39082.411439999996,0.2001,4540.636515744676,
2021-01-08 23:00:00+00:00,close,0.005119950193124521,40692.356009999996,0.20834283601209125,4348.690106334976,8.242836012091272
2021-01-09 03:00:00+00:00,open_long,0.005003377279663773,39992.9865,0.2001,4348.390006334976,
2021-01-09 04:00:00+00:00,close,0.005003377279663773,40230.014955,0.2012859427863808,4149.37466317857,1.1859427863808054
2021-01-09 06:00:00+00:00,open_long,0.005089912023415631,39313.056705,0.2001,4149.084539406136,
