ts,action,units,price,fee,equity,pnl
2021-01-04 01:00:00+00:00,open_long,0.0015223531682757433,32860.311944999994,0.05002499999999999,9999.924959776468,
2021-01-04 04:00:00+00:00,close,0.0015223531682757433,33521.902575,0.05103217459168205,9950.88111741709,1.0071745916820543
2021-01-04 06:00:00+00:00,open_long,0.0015163011740491178,32829.416505,0.04977928278987899,9950.806460931506,
2021-01-04 09:00:00+00:00,close,0.0015163011740491178,32061.172575,0.04861439361686388,9899.838551777788,-1.1648891730151092
2021-01-04 11:00:00+00:00,open_long,0.0016352147339177788,30285.895379999998,0.049523942355268386,9899.764278239054,
2021-01-04 15:00:00+00:00,close,0.0016352147339177788,32129.736839999998,0.05253901907766886,9853.227623183488,3.0150767224004684
2021-01-04 18:00:00+00:00,open_long,0.001588090422710069,31037.761124999997,0.0492907711849754,9853.156748476857,
2021-01-04 21:00:00+00:00,close,0.001588090422710069,31260.592485,0.049644647533670865,9804.19179292849,0.3538763486954656
2021-01-04 22:00:00+00:00,open_long,0.0015805936739649992,31029.777135,0.04904546944412478,9804.118236979562,
2021-01-05 02:00:00+00:00,close,0.0015805936739649992,32802.443025,0.05184733393591231,9757.847295172773,2.8018644917875353
2021-01-05 06:00:00+00:00,open_long,0.0016029970987192206,30451.478129999996,0.04881363109410179,9757.77407089347,
2021-01-05 10:00:00+00:00,close,0.0016029970987192206,31585.414815,0.05063132831028809,9710.751916335454,1.8176972161862974
2021-01-05 11:00:00+00:00,open_long,0.0015488764124763506,31363.403864999997,0.048578036461468105,9710.676025621433,
2021-01-05 15:00:00+00:00,close,0.0015488764124763506,32359.781805,0.050121302750645885,9663.618446823952,1.5432662891777797
2021-01-05 16:00:00+00:00,open_long,0.001505237924961293,32116.019985,0.048342251280236816,9663.545960578933,
2021-01-05 21:00:00+00:00,close,0.001505237924961293,33985.64433,0.05115648074976174,9617.990926281209,2.8142294695249226
2021-01-05 22:00:00+00:00,open_long,0.0014270172886588384,33716.479815,0.04811399960872176,9617.918767304285,
2021-01-06 01:00:00+00:00,close,0.0014270172886588384,33934.969005,0.04842578746023682,9570.092174736934,0.3117878515150661
2021-01-06 03:00:00+00:00,open_long,0.001412630622752571,33890.23665,0.04787438610412151,9570.020375120392,
2021-01-06 06:00:00+00:00,close,0.001412630622752571,34994.758635,0.04943466768363597,9523.68076115854,1.5602815795144551
2021-01-06 10:00:00+00:00,open_long,0.0014038651455886052,33936.459749999995,0.04764221300769558,9523.609309743628,
2021-01-06 13:00:00+00:00,close,0.0014038651455886052,34947.334935,0.04906134544645752,9477.36097703115,1.4191324387619395
2021-01-06 15:00:00+00:00,open_long,0.0013850291283506652,34230.68679,0.04741049828759833,9477.289706926926,
2021-01-06 19:00:00+00:00,close,0.0013850291283506652,35233.357875,0.0487992269464783,9431.242997677198,1.3887286588799683
2021-01-06 20:00:00+00:00,open_long,0.0013543261640108616,34836.359475,0.047179793095880176,9431.169219629262,
2021-01-07 01:00:00+00:00,close,0.0013543261640108616,37169.23533,0.050339267903695896,9387.125160328133,3.159474807815717
2021-01-07 03:00:00+00:00,open_long,0.001269821870232906,36980.851185,0.04695909361454148,9387.054733421617,
2021-01-07 07:00:00+00:00,close,0.001269821870232906,37149.415425,0.047173140173032674,9340.285981038294,0.21404655849118806
2021-01-07 08:00:00+00:00,open_long,0.0012668903569860617,36881.47152,0.04672478062014407,9340.211864162484,
2021-01-07 18:00:00+00:00,close,0.0012668903569860617,39752.786459999996,0.05036242182950007,9297.101754425057,3.637641209356008
2021-01-07 19:00:00+00:00,open_long,0.001194767414784607,38927.03379,0.04650875152651135,9297.08086890641,
2021-01-07 22:00:00+00:00,close,0.001194767414784607,39706.953555,0.04744057424787982,9251.43087629414,0.9318227213684668
2021-01-08 03:00:00+00:00,open_long,0.001244082562609246,37200.33087,0.04628028295866144,9251.36146743399,
2021-01-08 08:00:00+00:00,close,0.001244082562609246,38949.02477999999,0.048455802559433415,9207.231376850732,2.1755196007719753
2021-01-08 09:00:00+00:00,open_long,0.001191135722261444,38668.284479999995,0.046059174962695786,9207.162287685971,
2021-01-08 12:00:00+00:00,close,0.001191135722261444,41307.313335,0.049202616503965006,9164.220381637839,3.1434415412692216
2021-01-08 13:00:00+00:00,open_long,0.0011089856391553322,41338.689014999996,0.04584401245914328,9164.150385010511,
2021-01-08 17:00:00+00:00,close,0.0011089856391553322,41324.061705,0.04582779098241382,9118.268475898525,-0.016221476729468984
2021-01-08 19:00:00+00:00,open_long,0.0011420485272289425,39940.630334999994,0.04561413805068237,9118.199746315699,
2021-01-08 23:00:00+00:00,close,0.0011420485272289425,40692.356009999996,0.046472645250696304,9073.420758264556,0.8585072000139343
2021-01-09 03:00:00+00:00,open_long,0.0011349436817682632,39992.9865,0.04538978734321845,9073.352684925318,
2021-01-09 06:00:00+00:00,close,0.0011349436817682632,39313.056705,0.04461810531833721,9027.169281003795,-0.7716820248812363
2021-01-09 07:00:00+00:00,open_long,0.001157968950159113,38997.94923,0.045158414328221486,9027.108965667545,
2021-01-09 11:00:00+00:00,close,0.001157968950159113,40396.218015,0.04677756616522819,8983.538082532086,1.6191518370067086
2021-01-09 17:00:00+00:00,open_long,0.0011230801184010447,40015.087544999995,0.04494014925786677,8983.470694768424,
2021-01-09 20:00:00+00:00,close,0.0011230801184010447,40686.242955,0.04569391055519507,8939.261060511735,0.7537612973283092
2021-01-10 00:00:00+00:00,open_long,0.0011149486133971195,40108.26411,0.04471865345520995,8939.193993705629,
2021-01-10 03:00:00+00:00,close,0.0011149486133971195,40963.221375,0.0456718868723355,8895.405249933323,0.9532334171255488
2021-01-10 06:00:00+00:00,open_long,0.0010995083585938854,40471.96586999999,0.044499264762791445,8895.338622106272,
2021-01-10 09:00:00+00:00,close,0.0010995083585938854,40818.69915,0.04488050090235413,8851.19784154443,0.3812361395626825
2021-01-10 12:00:00+00:00,open_long,0.0011296971929795733,39194.67754499999,0.044278117202326,8851.1389705129,
2021-01-10 15:00:00+00:00,close,0.0011296971929795733,39451.29579,0.044568018113369856,8807.120779117831,0.2899009110438502
2021-01-10 20:00:00+00:00,open_long,0.0011751476792409654,37491.1362,0.04405762169753694,8807.03633613596,
2021-01-10 23:00:00+00:00,close,0.0011751476792409654,38449.064925,0.04518332941559896,8764.099624187244,1.1257077180620045
2021-01-11 04:00:00+00:00,open_long,0.0012365317940804667,35455.949115,0.04384240836999669,8764.033871529813,
2021-01-11 10:00:00+00:00,close,0.0012365317940804667,35783.86299,0.04424788430215431,8720.574601456732,0.4054759321576259
2021-01-11 14:00:00+00:00,open_long,0.0013289944627035471,32825.324459999996,0.0436246744437873,8720.51554122926,
2021-01-11 18:00:00+00:00,close,0.0013289944627035471,32865.38448,0.0436779139885431,8676.915863969269,0.053239544755799256
2021-01-11 20:00:00+00:00,open_long,0.001345065168003674,32270.757315,0.04340627160950626,8676.850751957349,
