ts,equity,cash,position,close
2021-01-04 00:00:00+00:00,9999.699839105873,9799.6999,0.006089412673102973,32843.88
2021-01-04 01:00:00+00:00,10001.813839609467,9799.6999,0.006089412673102973,33191.04
2021-01-04 02:00:00+00:00,10003.416451236775,9799.6999,0.006089412673102973,33454.22
2021-01-04 03:00:00+00:00,9803.52446966836,9803.52446966836,0.0,33505.16
2021-01-04 04:00:00+00:00,9803.52446966836,9803.52446966836,0.0,33257.55
2021-01-04 05:00:00+00:00,9803.22436966836,9603.22436966836,0.006095143359295596,32813.01
2021-01-04 06:00:00+00:00,9604.77276120568,9604.77276120568,0.0,33100.02
2021-01-04 07:00:00+00:00,9604.47266120568,9404.47266120568,0.006236583549638839,32068.84
2021-01-04 08:00:00+00:00,9404.124890487594,9404.124890487594,0.0,32045.14
2021-01-04 09:00:00+00:00,9404.124890487594,9404.124890487594,0.0,31038.63
2021-01-04 10:00:00+00:00,9403.824790487593,9203.824790487593,0.006607035964739571,30270.76
2021-01-04 11:00:00+00:00,9406.945293573739,9203.824790487593,0.006607035964739571,30743.06
2021-01-04 12:00:00+00:00,9410.089978411517,9203.824790487593,0.006607035964739571,31219.02
2021-01-04 13:00:00+00:00,9411.285719780415,9203.824790487593,0.006607035964739571,31400.0
2021-01-04 14:00:00+00:00,9215.794835000252,9215.794835000252,0.0,32113.68
2021-01-04 15:00:00+00:00,9215.794835000252,9215.794835000252,0.0,31745.72
2021-01-04 16:00:00+00:00,9215.794835000252,9215.794835000252,0.0,31320.31
2021-01-04 17:00:00+00:00,9215.507113212663,9015.494735000251,0.006446985631280774,31024.17
2021-01-04 18:00:00+00:00,9216.416073716817,9015.494735000251,0.006446985631280774,31165.16
2021-01-04 19:00:00+00:00,9019.439711797486,9019.439711797486,0.0,31665.51
2021-01-04 20:00:00+00:00,9019.439711797486,9019.439711797486,0.0,31244.97
2021-01-04 21:00:00+00:00,9019.139611797485,8819.139611797485,0.006448644446572497,31014.27
2021-01-04 22:00:00+00:00,9021.188862029718,8819.139611797485,0.006448644446572497,31332.05
2021-01-04 23:00:00+00:00,9025.423428892003,8819.139611797485,0.006448644446572497,31988.71
2021-01-05 00:00:00+00:00,9028.272311035611,8819.139611797485,0.006448644446572497,32430.49
2021-01-05 01:00:00+00:00,8830.359372552615,8830.359372552615,0.0,32786.06
2021-01-05 02:00:00+00:00,8830.359372552615,8830.359372552615,0.0,32306.64
2021-01-05 03:00:00+00:00,8830.359372552615,8830.359372552615,0.0,31200.0
2021-01-05 04:00:00+00:00,8830.359372552615,8830.359372552615,0.0,30858.98
2021-01-05 05:00:00+00:00,8830.059206841519,8630.059272552615,0.0065711095909944265,30436.25
2021-01-05 06:00:00+00:00,8634.3711997301,8634.3711997301,0.0,31123.25
2021-01-05 07:00:00+00:00,8634.071034832497,8434.0710997301,0.006489760131975763,30817.77
2021-01-05 08:00:00+00:00,8636.5002818451,8434.0710997301,0.006489760131975763,31192.09
2021-01-05 09:00:00+00:00,8438.747883782584,8438.747883782584,0.0,31569.63
2021-01-05 10:00:00+00:00,8438.435278889885,8238.447783782583,0.0063800472952906,31345.77
2021-01-05 11:00:00+00:00,8240.982907803813,8240.982907803813,0.0,31776.66
2021-01-05 12:00:00+00:00,8240.982907803813,8240.982907803813,0.0,31585.01
2021-01-05 13:00:00+00:00,8240.682172078126,8040.6828078038125,0.006357256856380986,31460.01
2021-01-05 14:00:00+00:00,8046.0965331098905,8046.0965331098905,0.0,32342.33
2021-01-05 15:00:00+00:00,8045.796495415244,7845.79643310989,0.006230535417945873,32099.98
