ts,equity,cash,position,close
2021-01-04 00:00:00+00:00,9999.849919552937,9899.84995,0.0030447063365514867,32843.88
2021-01-04 01:00:00+00:00,10000.906919804733,9899.84995,0.0030447063365514867,33191.04
2021-01-04 02:00:00+00:00,10001.708225618388,9899.84995,0.0030447063365514867,33454.22
2021-01-04 03:00:00+00:00,9901.762234834181,9901.762234834181,0.0,33505.16
2021-01-04 04:00:00+00:00,9901.762234834181,9901.762234834181,0.0,33257.55
2021-01-04 05:00:00+00:00,9901.61218483418,9801.61218483418,0.003047571679647798,32813.01
2021-01-04 06:00:00+00:00,9902.486868381957,9801.61218483418,0.003047571679647798,33100.02
2021-01-04 07:00:00+00:00,9899.344273417337,9801.61218483418,0.003047571679647798,32068.84
2021-01-04 08:00:00+00:00,9799.173197668495,9799.173197668495,0.0,32045.14
2021-01-04 09:00:00+00:00,9799.173197668495,9799.173197668495,0.0,31038.63
2021-01-04 10:00:00+00:00,9799.023147668495,9699.023147668495,0.0033035179823697855,30270.76
2021-01-04 11:00:00+00:00,9800.583399211568,9699.023147668495,0.0033035179823697855,30743.06
2021-01-04 12:00:00+00:00,9802.155741630457,9699.023147668495,0.0033035179823697855,31219.02
2021-01-04 13:00:00+00:00,9802.753612314906,9699.023147668495,0.0033035179823697855,31400.0
2021-01-04 14:00:00+00:00,9705.008169924824,9705.008169924824,0.0,32113.68
2021-01-04 15:00:00+00:00,9705.008169924824,9705.008169924824,0.0,31745.72
2021-01-04 16:00:00+00:00,9705.008169924824,9705.008169924824,0.0,31320.31
2021-01-04 17:00:00+00:00,9704.86430903103,9604.858119924824,0.003223492815640387,31024.17
2021-01-04 18:00:00+00:00,9705.318789283107,9604.858119924824,0.003223492815640387,31165.16
2021-01-04 19:00:00+00:00,9706.931663913412,9604.858119924824,0.003223492815640387,31665.51
2021-01-04 20:00:00+00:00,9605.475646917595,9605.475646917595,0.0,31244.97
2021-01-04 21:00:00+00:00,9605.325596917595,9505.325596917595,0.0032243222232862484,31014.27
2021-01-04 22:00:00+00:00,9606.35022203371,9505.325596917595,0.0032243222232862484,31332.05
2021-01-04 23:00:00+00:00,9608.467505464854,9505.325596917595,0.0032243222232862484,31988.71
2021-01-05 00:00:00+00:00,9609.891946536658,9505.325596917595,0.0032243222232862484,32430.49
2021-01-05 01:00:00+00:00,9510.935477295161,9510.935477295161,0.0,32786.06
2021-01-05 02:00:00+00:00,9510.935477295161,9510.935477295161,0.0,32306.64
2021-01-05 03:00:00+00:00,9510.935477295161,9510.935477295161,0.0,31200.0
2021-01-05 04:00:00+00:00,9510.935477295161,9510.935477295161,0.0,30858.98
2021-01-05 05:00:00+00:00,9510.785394439612,9410.78542729516,0.0032855547954972132,30436.25
2021-01-05 06:00:00+00:00,9513.042570584119,9410.78542729516,0.0032855547954972132,31123.25
2021-01-05 07:00:00+00:00,9512.038899305191,9410.78542729516,0.0032855547954972132,30817.77
2021-01-05 08:00:00+00:00,9513.268748176242,9410.78542729516,0.0032855547954972132,31192.09
2021-01-05 09:00:00+00:00,9414.40726279724,9414.40726279724,0.0,31569.63
2021-01-05 10:00:00+00:00,9414.25096035089,9314.25721279724,0.0031900236476453,31345.77
2021-01-05 11:00:00+00:00,9415.625509640424,9314.25721279724,0.0031900236476453,31776.66
2021-01-05 12:00:00+00:00,9415.014141608353,9314.25721279724,0.0031900236476453,31585.01
2021-01-05 13:00:00+00:00,9414.615388652397,9314.25721279724,0.0031900236476453,31460.01
2021-01-05 14:00:00+00:00,9317.332453518642,9317.332453518642,0.0,32342.33
2021-01-05 15:00:00+00:00,9317.182434671318,9217.182403518642,0.0031152677089729365,32099.98
2021-01-05 16:00:00+00:00,9318.334834502222,9217.182403518642,0.0031152677089729365,32469.9
2021-01-05 17:00:00+00:00,9319.18477299126,9217.182403518642,0.0031152677089729365,32742.73
2021-01-05 18:00:00+00:00,9321.147734327362,9217.182403518642,0.0031152677089729365,33372.84
2021-01-05 19:00:00+00:00,9322.159915958684,9217.182403518642,0.0031152677089729365,33697.75
2021-01-05 20:00:00+00:00,9222.90090948818,9222.90090948818,0.0,33969.17
2021-01-05 21:00:00+00:00,9222.75085948818,9122.75085948818,0.0029673916301158204,33699.63
2021-01-05 22:00:00+00:00,9224.186453884913,9122.75085948818,0.0029673916301158204,34183.42
2021-01-05 23:00:00+00:00,9223.492410656547,9122.75085948818,0.0029673916301158204,33949.53
2021-01-06 00:00:00+00:00,9123.298504138864,9123.298504138864,0.0,33918.01
