timestamp,open,high,low,close,volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2025-08-11T13:30:00,226.75,228.72999572753906,224.7624053955078,226.77499389648438,16158774
2025-08-11T14:30:00,226.7899932861328,227.88999938964844,226.10000610351562,227.47000122070312,7977854
2025-08-11T15:30:00,227.47000122070312,229.55999755859375,227.47000122070312,228.72999572753906,7420183
2025-08-11T16:30:00,228.73500061035156,229.0998992919922,228.0,228.10000610351562,4120877
2025-08-11T17:30:00,228.08999633789062,228.19500732421875,227.00999450683594,227.73500061035156,5313497
2025-08-11T18:30:00,227.75999450683594,227.9600067138672,227.10000610351562,227.64999389648438,7584927
2025-08-11T19:30:00,227.65919494628906,227.69500732421875,226.63999938964844,227.2050018310547,5849057
2025-08-12T13:30:00,228.0050048828125,229.9398956298828,227.10000610351562,228.57000732421875,12571415
2025-08-12T14:30:00,228.58999633789062,230.5865020751953,228.25999450683594,229.72999572753906,10092499
2025-08-12T15:30:00,229.7299041748047,230.11000061035156,228.32000732421875,229.77999877929688,4868374
2025-08-12T16:30:00,229.77999877929688,230.77999877929688,229.66000366210938,229.77499389648438,5072601
2025-08-12T17:30:00,229.7700958251953,230.5500030517578,229.4499969482422,229.57000732421875,3593400
2025-08-12T18:30:00,229.5800018310547,229.61000061035156,228.9199981689453,229.18299865722656,3327871
2025-08-12T19:30:00,229.1699981689453,230.10000610351562,229.05999755859375,229.64999389648438,4734707
2025-08-13T13:30:00,231.52499389648438,232.72000122070312,230.42999267578125,231.80999755859375,14738656
2025-08-13T14:30:00,231.80999755859375,234.5500030517578,231.77000427246094,232.2899932861328,11605576
2025-08-13T15:30:00,232.27999877929688,233.3972930908203,232.0301971435547,233.09500122070312,5966244
2025-08-13T16:30:00,233.07000732421875,233.36000061035156,231.5601043701172,232.4550018310547,5417224
2025-08-13T17:30:00,232.4499969482422,234.99000549316406,232.02000427246094,232.9250030517578,8137347
2025-08-13T18:30:00,232.94000244140625,233.91000366210938,230.8000030517578,233.5850067138672,9192848
2025-08-13T19:30:00,233.5850067138672,234.3300018310547,233.11000061035156,233.3300018310547,5738352
2025-08-14T13:30:00,234.05499267578125,235.11000061035156,231.67019653320312,232.2100067138672,16052941
2025-08-14T14:30:00,232.2050018310547,232.4600067138672,230.85000610351562,231.74020385742188,6624676
2025-08-14T15:30:00,231.75,232.2949981689453,230.91000366210938,232.00999450683594,4323697
2025-08-14T16:30:00,232.02999877929688,233.13999938964844,231.9687957763672,232.92730712890625,3209373
2025-08-14T17:30:00,232.92999267578125,233.1300048828125,232.32000732421875,232.72999572753906,3634219
2025-08-14T18:30:00,232.7100067138672,233.49000549316406,232.44000244140625,232.94500732421875,4523178
2025-08-14T19:30:00,232.92999267578125,233.50999450683594,232.69000244140625,232.8300018310547,4542543
2025-08-15T13:30:00,233.72999572753906,234.22140502929688,231.5500946044922,232.1699981689453,11603282
2025-08-15T14:30:00,232.16140747070312,232.2899932861328,230.47000122070312,231.07000732421875,5319424
2025-08-15T15:30:00,231.02000427246094,231.4550018310547,230.6197052001953,230.74000549316406,3957281
2025-08-15T16:30:00,230.74420166015625,231.22500610351562,230.22999572753906,230.57000732421875,6137966
2025-08-15T17:30:00,230.55999755859375,231.28990173339844,229.36000061035156,230.85000610351562,4535672
2025-08-15T18:30:00,230.86000061035156,231.5,230.47999572753906,231.36000061035156,6170754
2025-08-15T19:30:00,231.3699951171875,231.77000427246094,231.02000427246094,231.64999389648438,4696096
2025-08-18T13:30:00,231.77999877929688,233.1199951171875,230.61000061035156,230.66000366210938,9348530
2025-08-18T14:30:00,230.6199951171875,231.22000122070312,230.3699951171875,230.86000061035156,4699541
2025-08-18T15:30:00,230.86500549316406,231.10000610351562,230.5,230.67999267578125,2959031
2025-08-18T16:30:00,230.67999267578125,231.14999389648438,230.11000061035156,231.07000732421875,2944837
2025-08-18T17:30:00,231.0800018310547,231.6699981689453,230.89999389648438,231.14500427246094,3270491
2025-08-18T18:30:00,231.14999389648438,231.6750030517578,231.10000610351562,231.22500610351562,2886450
2025-08-18T19:30:00,231.22000122070312,231.5500030517578,230.8800048828125,230.8800048828125,2842575
2025-08-19T13:30:00,231.27499389648438,232.86500549316406,230.58999633789062,231.8300018310547,7589938
2025-08-19T14:30:00,231.82000732421875,232.27000427246094,230.47000122070312,231.32260131835938,5331365
2025-08-19T15:30:00,231.32000732421875,231.66000366210938,231.05499267578125,231.30990600585938,3317736
2025-08-19T16:30:00,231.27999877929688,231.3300018310547,230.05999755859375,230.625,3326154
2025-08-19T17:30:00,230.6199951171875,230.89999389648438,229.8699951171875,230.0500030517578,3163874
2025-08-19T18:30:00,230.02499389648438,230.19000244140625,229.35000610351562,230.18499755859375,3535859
2025-08-19T19:30:00,230.18499755859375,230.67999267578125,229.99000549316406,230.47659301757812,2889925
2025-08-20T13:30:00,229.97000122070312,230.4698944091797,226.5,226.7200927734375,10654146
2025-08-20T14:30:00,226.74000549316406,227.5500030517578,226.11000061035156,227.3350067138672,4855593
2025-08-20T15:30:00,227.3300018310547,227.3699951171875,226.41000366210938,227.1345977783203,3599979
2025-08-20T16:30:00,227.1300048828125,227.16000366210938,225.88999938964844,226.2949981689453,3171568
2025-08-20T17:30:00,226.3000030517578,226.8300018310547,225.77000427246094,225.99009704589844,2697011
2025-08-20T18:30:00,225.99000549316406,226.72999572753906,225.8699951171875,226.44500732421875,3388687
2025-08-20T19:30:00,226.44000244140625,227.0,225.92999267578125,225.9600067138672,4504957
2025-08-21T13:30:00,226.27999877929688,226.52000427246094,224.67999267578125,225.57989501953125,6246020
2025-08-21T14:30:00,225.5272979736328,225.5850067138672,224.51010131835938,225.1300048828125,3627965
2025-08-21T15:30:00,225.13499450683594,225.83999633789062,224.8000030517578,224.8300018310547,2756586
2025-08-21T16:30:00,224.8300018310547,225.00999450683594,223.7803955078125,224.1750030517578,3327885
2025-08-21T17:30:00,224.17080688476562,224.77850341796875,224.16000366210938,224.22999572753906,2428717
2025-08-21T18:30:00,224.22349548339844,225.05499267578125,224.0941925048828,224.8800048828125,2704582
2025-08-21T19:30:00,224.89999389648438,225.25,224.38839721679688,224.91000366210938,3977376
2025-08-22T13:30:00,226.4499969482422,228.19000244140625,225.41000366210938,227.9499969482422,8240998
2025-08-22T14:30:00,227.97000122070312,228.72000122070312,227.8000030517578,228.05999755859375,5233127
2025-08-22T15:30:00,228.0399932861328,228.43499755859375,226.9250030517578,227.16929626464844,3176741
2025-08-22T16:30:00,227.1699981689453,229.08999633789062,227.07000732421875,228.61000061035156,4947377
2025-08-22T17:30:00,228.6273956298828,228.6273956298828,227.77999877929688,227.8699951171875,4653621
2025-08-22T18:30:00,227.8800048828125,228.51980590820312,227.78500366210938,227.85000610351562,4051520
2025-08-22T19:30:00,227.83999633789062,228.30999755859375,227.44000244140625,227.75,4139072
2025-08-25T13:30:00,226.40499877929688,229.1199951171875,226.24000549316406,228.80999755859375,8000835
2025-08-25T14:30:00,228.77000427246094,229.24000549316406,228.2899932861328,228.56500244140625,4318256
2025-08-25T15:30:00,228.57000732421875,229.3000030517578,228.50010681152344,228.5399932861328,2427231
2025-08-25T16:30:00,228.5399932861328,228.75999450683594,228.32000732421875,228.43499755859375,2355527
2025-08-25T17:30:00,228.43499755859375,228.65499877929688,227.74000549316406,227.88499450683594,2684903
2025-08-25T18:30:00,227.875,227.90499877929688,227.44500732421875,227.59840393066406,2661985
2025-08-25T19:30:00,227.60000610351562,227.72000122070312,227.1199951171875,227.14999389648438,3262464
2025-08-26T13:30:00,226.8699951171875,227.0500030517578,224.69000244140625,226.5,7799571
2025-08-26T14:30:00,226.50999450683594,227.29989624023438,226.2899932861328,226.9615936279297,3785331
2025-08-26T15:30:00,226.96499633789062,227.6999969482422,226.5500030517578,227.57049560546875,4519154
2025-08-26T16:30:00,227.55999755859375,228.1699981689453,227.4199981689453,228.11160278320312,2684567
2025-08-26T17:30:00,228.11000061035156,228.50999450683594,227.73500061035156,228.3592071533203,2399616
2025-08-26T18:30:00,228.36000061035156,228.6199951171875,227.77000427246094,228.56820678710938,2604761
2025-08-26T19:30:00,228.57000732421875,229.49000549316406,227.72500610351562,229.3000030517578,5151468
2025-08-27T13:30:00,228.5800018310547,230.25,228.2949981689453,230.01499938964844,7840101
2025-08-27T14:30:00,230.02999877929688,230.6999969482422,229.47999572753906,229.5740966796875,4445165
2025-08-27T15:30:00,229.57000732421875,230.08799743652344,229.30999755859375,229.8699951171875,2490171
