timestamp,open,high,low,close,volume
2025-10-14T01:00:00,114959.02,114991.99,114137.93,114274.57,705.31924
2025-10-14T02:00:00,114274.57,114298.08,113647.05,113647.05,851.40075
2025-10-14T03:00:00,113647.05,113700.0,113279.76,113500.0,1141.08489
2025-10-14T04:00:00,113500.0,113599.99,112787.0,113062.09,1189.90441
2025-10-14T05:00:00,113062.09,113691.0,112390.0,112493.11,1796.26245
2025-10-14T06:00:00,112493.1,112699.21,111355.01,111987.38,1853.68057
2025-10-14T07:00:00,111987.39,112194.0,111445.72,111724.41,1446.45172
2025-10-14T08:00:00,111724.41,112140.0,111513.63,111803.33,979.88421
2025-10-14T09:00:00,111803.33,112000.0,111055.91,111287.89,937.93171
2025-10-14T10:00:00,111287.9,111336.11,110012.24,110623.58,1937.91268
2025-10-14T11:00:00,110623.58,111630.28,110614.25,111313.98,1426.10618
2025-10-14T12:00:00,111313.98,111361.15,110737.29,110803.28,976.90627
2025-10-14T13:00:00,110803.29,111329.71,109866.0,111014.38,2420.02151
2025-10-14T14:00:00,111014.38,112200.0,110905.73,111435.21,2108.64964
2025-10-14T15:00:00,111435.2,112943.82,111062.15,112900.43,1681.40989
2025-10-14T16:00:00,112900.44,113187.62,112189.42,112328.83,2429.54292
2025-10-14T17:00:00,112328.83,112933.65,111692.31,112774.97,2031.41315
2025-10-14T18:00:00,112774.98,113450.0,112662.72,112861.36,1289.26282
2025-10-14T19:00:00,112861.36,113544.53,112021.59,112613.7,1685.79274
2025-10-14T20:00:00,112613.69,113008.47,112230.46,112992.87,564.85759
2025-10-14T21:00:00,112992.88,113186.0,112683.58,113128.7,561.06072
2025-10-14T22:00:00,113128.7,113577.0,112822.16,113211.87,588.63193
2025-10-14T23:00:00,113211.87,113520.0,112998.22,113028.14,507.80202
2025-10-15T00:00:00,113028.13,113112.41,112602.02,112993.86,1081.3257
2025-10-15T01:00:00,112993.85,113005.57,112326.26,112738.17,870.72777
2025-10-15T02:00:00,112738.17,113612.35,112673.9,112809.94,812.09712
